obs,time,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Attention,Meditation,Blink,Derived,totPwr,class
1,2.5,71822,46189,34646,2531,6459,15841,12432,3273,0,0,32,0.42,193193,3
2,3.4,118229,5534,8839,418,1185,5750,2326,841,0,0,37,0.25,143122,3
3,4.5,812652,92464,9900,28276,12001,9721,17201,8672,0,0,45,0.1,990887,3
4,5.4,1229265,266210,84109,31848,77066,57338,18427,7689,40,30,0,0.22,1771952,3
5,6.4,130483,77437,6316,14417,12612,6580,2834,1672,30,16,0,0.16,252351,3
6,7.4,618734,154727,14971,8989,14149,21617,25447,8359,29,1,0,0.13,866993,3
7,8.5,937348,61207,15271,19788,19615,26733,8487,3093,40,1,0,0.12,1091542,3
8,8.6,250339,65588,14722,27892,6647,25450,10956,2769,47,11,40,0.19,404363,3
9,8.8,0,0,0,0,0,0,0,0,0,0,44,0.0,0,3
10,9.1,0,0,0,0,0,0,0,0,0,0,60,0.0,0,3
11,9.7,493282,240433,80655,11179,27796,5962,10563,3337,37,24,57,0.3,873207,3
12,10.9,174481,58027,4896,10151,12793,10173,3454,1299,43,34,67,0.13,275274,3
13,11.2,0,0,0,0,0,0,0,0,0,0,35,0.0,0,3
14,12.5,191266,42466,1722,1985,1840,2165,2209,656,24,14,34,0.08,244309,3
15,13.4,159645,72166,12769,7405,1626,2563,3038,997,4,10,37,0.22,260209,3
16,14.4,1659140,96964,21195,19750,32176,28156,20131,13108,30,10,0,0.11,1890620,3
17,15.4,180531,21078,12071,12418,6963,10486,6022,4864,37,34,0,0.22,254433,3
18,16.4,379357,25548,2327,4075,3009,3104,2145,769,44,47,39,0.07,420334,3
19,17.5,188430,34139,3933,7335,5579,6732,1873,678,63,47,0,0.13,248699,3
20,18.4,259015,165965,44687,24954,30293,23906,19898,4394,54,51,47,0.28,573112,2
21,19.5,2755954,112688,8049,37319,30557,25391,5869,7129,51,38,0,0.05,2982956,3
22,20.4,464024,224654,79233,35755,54899,31529,44588,6306,51,50,0,0.29,940988,0
23,21.4,58538,18554,4153,9895,5832,7104,1863,2108,54,57,0,0.2,108047,2
24,22.4,32400,8871,24130,10858,3845,6014,8044,1511,57,78,0,0.5,95673,2
25,23.4,648017,174414,70246,13437,16976,12928,4550,2820,44,80,0,0.27,943388,2
26,24.4,350093,94928,13643,6668,4637,8745,6029,2240,43,66,0,0.17,486983,2
27,25.4,91992,18499,3465,4009,32153,12757,4559,3181,51,44,0,0.14,170615,3
28,26.5,26226,60839,7169,2030,13953,9210,6764,5276,51,7,0,0.23,131467,3
29,27.4,9709,8225,940,12386,1892,5241,4847,2854,69,16,36,0.14,46094,3
30,28.4,214728,6403,7589,6939,2672,3800,846,313,78,41,0,0.18,243290,3
31,29.4,149256,99581,1209,14779,25891,11494,6829,3230,61,41,0,0.06,312269,3
32,30.4,39735,13581,1473,3518,1745,2438,1615,409,61,54,0,0.15,64514,2
33,31.4,14744,25204,14772,3819,6553,17995,3798,4329,66,43,36,0.4,91214,3
34,32.4,1423932,997797,157668,95166,49469,16976,12509,3425,41,21,35,0.24,2756942,3
35,33.4,345238,26916,9876,1847,4777,1050,1087,392,29,37,0,0.16,391183,3
36,34.4,59719,25343,1843,4926,1809,12214,15434,15571,41,29,43,0.12,136859,3
37,34.9,465145,135603,83501,24723,16632,31908,23285,5221,29,37,58,0.33,786018,3
38,35.1,0,0,0,0,0,0,0,0,0,0,49,0.0,0,3
39,36.4,182511,33390,6675,4889,1599,1436,675,196,38,40,45,0.17,231371,3
40,37.4,158207,85424,6682,6383,7206,2289,1727,606,35,27,0,0.16,268524,3
41,38.4,9842,5405,2777,1754,2477,18527,8399,1880,43,27,0,0.23,51061,3
42,39.4,204092,264948,26848,24053,15327,12017,16426,4574,27,11,0,0.22,568285,3
43,40.4,89342,27237,13561,14566,11830,13120,8247,2819,43,17,0,0.27,180722,3
44,41.4,1439321,394203,69828,34137,82553,24006,18426,8153,48,23,38,0.18,2070627,3
45,42.4,65826,3755,5750,7067,3371,2950,4232,1028,27,50,44,0.25,93979,1
46,43.4,202087,39020,3261,17087,6941,23246,21155,4415,48,54,0,0.1,317212,2
47,44.2,47559,28293,5087,6430,8044,13444,7216,1685,51,43,38,0.21,117758,3
48,44.4,0,0,0,0,0,0,0,0,0,0,43,0.0,0,3
49,45.4,62461,19163,4385,2647,506,845,416,351,50,50,35,0.22,90774,2
50,46.4,155526,2308,9229,3254,2168,6878,1205,743,57,48,0,0.23,181311,3
51,47.4,570311,56690,14369,36025,11319,22732,7079,2157,53,57,0,0.14,720682,2
52,48.4,667696,38563,21487,7270,4419,2543,3265,1853,34,70,0,0.17,747096,2
53,49.4,78514,44348,16702,15411,16251,11442,10550,4264,44,77,0,0.29,197482,2
54,50.4,35387,25228,5001,4534,10430,21988,4274,1813,48,51,52,0.21,108655,2
55,51.4,273978,23077,4563,8267,8877,7321,1783,715,48,43,50,0.12,328581,3
56,52.4,1600229,393438,29626,12353,16615,11234,7899,3374,44,20,0,0.12,2074768,3
57,53.4,69967,32844,23233,18390,10208,7128,4058,5639,40,27,0,0.37,171467,3
58,54.4,164228,43904,10841,8100,21617,8692,5863,3962,27,34,0,0.2,267207,3
59,55.5,268294,164237,6251,26554,15750,7031,5683,2299,11,26,0,0.11,496099,3
60,56.4,6406,17130,8208,39780,9910,11321,6359,1229,27,60,0,0.29,100343,2
61,57.5,18136,104710,4436,6134,7961,11266,4654,1976,29,27,0,0.17,159273,3
62,58.4,19782,15621,6651,14770,6445,12800,2500,2951,37,40,36,0.29,81520,3
63,59.4,407934,292614,75505,107303,10476,11860,3621,10352,35,54,0,0.29,919665,2
64,60.4,66989,16401,4361,3100,13318,7001,5129,5501,38,30,0,0.19,121800,3
65,60.4,50026,24710,12551,10518,12114,8119,6087,1493,0,0,0,0.32,125618,3
66,2.4,1857456,93983,58502,157802,271832,240262,13235,10348,0,0,0,0.15,2703420,3
67,3.4,4786,23293,2328,4109,1492,965,1268,689,0,0,0,0.24,38930,3
68,4.4,40889,110411,7701,4764,3716,7440,13224,3401,0,0,0,0.2,191546,3
69,5.4,14259,52754,10100,26866,22671,45323,10362,4911,50,50,0,0.23,187246,3
70,6.4,16371,14081,24361,9927,17723,18507,3771,4385,57,74,0,0.47,109126,2
71,7.4,10279,27693,24490,14888,11327,17959,12987,5674,63,96,0,0.44,125297,2
72,8.4,102159,23480,2852,14697,6989,9693,11709,8400,67,100,0,0.13,179979,2
73,9.4,482310,57395,5872,8545,16720,16743,13654,4716,63,100,0,0.1,605955,2
74,10.4,330278,34126,9669,32303,11451,9415,19985,5331,54,100,51,0.15,452558,2
75,11.4,319821,71811,25856,36735,3943,24308,5987,5119,51,100,42,0.23,493580,2
76,12.4,396423,35753,4378,6965,8718,18680,20056,3774,56,81,0,0.09,494747,2
77,13.4,64449,14685,11274,13477,6026,17105,8685,5907,60,100,0,0.28,141608,2
78,14.4,484886,141294,78092,13343,10494,11367,8388,6431,53,97,0,0.32,754295,2
79,15.4,46994,29552,20043,12522,17534,17881,8004,8601,56,94,0,0.35,161131,2
80,16.4,392585,86261,15112,15863,51334,14082,14603,4112,48,97,0,0.16,593952,2
81,17.4,3314,6823,13002,32579,11701,23221,16062,5433,48,100,0,0.34,112135,2
82,18.4,59064,82982,34418,111053,25465,29195,9210,4129,54,100,56,0.31,355516,2
83,19.4,2657894,184666,32649,53485,52513,29099,11009,3133,50,91,0,0.1,3024448,2
84,20.4,169155,23272,4677,4486,4659,2136,3538,1205,47,93,0,0.15,213128,2
85,21.4,42240,69452,28447,21046,24389,14812,9013,5617,37,81,0,0.36,215016,2
86,22.4,138350,41671,27394,30318,13527,8096,6586,4627,34,80,53,0.32,270569,2
87,23.4,152137,161536,37571,22359,33711,7185,9592,5595,26,80,0,0.3,429686,2
88,24.4,35077,40116,5767,13214,10738,9751,6930,3816,30,81,0,0.21,125409,2
89,25.4,37763,36039,2867,11709,11478,10780,10083,4291,35,74,0,0.15,125010,2
90,26.4,334811,10278,2478,9055,7292,3482,3616,1216,40,64,0,0.08,372228,2
91,27.4,6601,45010,11978,4349,32467,12721,13295,4998,53,57,0,0.3,131419,2
92,28.4,223196,154003,18526,36241,10930,17055,11908,4686,48,56,0,0.2,476545,2
93,29.4,42229,58111,19410,15301,6596,16177,17133,5946,47,64,0,0.33,180903,2
94,30.4,3020,23558,4284,4313,4485,16713,48022,3153,54,51,0,0.2,107548,2
95,31.4,460303,26824,4399,7085,6624,12069,12260,2355,56,56,0,0.09,531919,2
96,32.4,136400,25416,7455,3934,2357,2832,3378,1732,56,61,0,0.2,183504,2
97,33.4,26933,17365,9822,14574,6586,14623,11145,6020,61,64,0,0.3,107068,2
98,34.4,36041,47478,50136,30148,8265,13086,7267,4536,50,88,51,0.5,196957,2
99,35.4,827511,32656,8198,4689,11944,3208,2766,1158,40,88,0,0.1,892130,2
100,36.4,5952,23552,4991,10849,10528,13579,4145,5762,50,88,0,0.25,79358,2
101,37.4,4621,8059,10889,46368,15465,22772,4713,7029,50,96,52,0.3,119916,2
102,38.4,197863,35557,6072,2618,3767,2347,6738,1206,47,74,0,0.15,256168,2
103,39.4,24120,4862,13355,5757,12647,5446,8644,3468,54,90,0,0.41,78299,2
104,40.4,34573,27337,7334,22619,9098,9990,12167,2510,50,97,0,0.24,125628,2
105,41.4,7713,14899,3025,14258,4626,8580,9817,3167,48,90,0,0.21,66085,2
106,42.4,3287,27449,9068,17694,6553,14222,8030,4581,57,100,0,0.32,90884,2
107,43.4,13810,11859,8179,1622,12241,4035,4260,5259,56,93,0,0.37,61265,2
108,44.4,260687,89099,6196,4780,4105,12902,6118,3075,53,66,46,0.13,386962,2
109,45.4,126574,221905,104693,53208,18612,15305,9287,4149,41,64,0,0.43,553733,2
110,46.4,7200,10095,5699,6791,30389,8020,3502,6919,43,54,0,0.27,78615,2
111,47.4,9938,8369,40719,37716,14138,24772,6185,4143,47,69,0,0.53,145980,2
112,48.4,8440,8090,14602,29176,6279,11611,10113,6515,50,100,0,0.39,94826,2
113,49.4,24081,15912,10349,8838,7700,7381,5004,3285,61,100,0,0.35,82550,2
114,50.4,371627,52122,2361,7026,19207,21183,7068,2190,61,87,0,0.07,482784,2
115,51.4,34142,103376,27682,25713,13054,17175,6362,2042,54,67,0,0.35,229546,2
116,52.4,39724,103151,12342,8401,9229,18031,3106,4408,51,40,0,0.25,198392,3
117,53.4,631018,26372,3133,21026,7201,15544,8179,3961,54,37,0,0.07,716434,3
118,54.4,20229,16969,11817,5962,10295,10892,10316,3007,53,56,0,0.36,89487,2
119,55.4,167627,15553,1710,3108,778,2203,838,305,53,50,0,0.09,192122,0
120,56.4,2475,7655,23073,7889,10631,10633,8383,5688,60,75,0,0.55,76427,2
121,57.4,38882,2302,5708,9400,4655,16348,1295,6061,66,78,0,0.26,84651,2
122,58.4,198915,186641,18246,78684,34726,16235,20645,9252,56,75,0,0.18,563344,2
123,59.4,78747,55714,8132,26251,41920,8092,9577,6399,56,80,0,0.19,234832,2
124,60.4,89636,51569,20479,13111,16834,13750,3815,2075,51,67,0,0.31,211269,2
125,60.4,13095,53364,6226,15105,11400,5132,14614,2253,0,0,0,0.23,121189,3
126,2.5,767803,10881,8716,8407,5456,6642,9041,4127,0,0,0,0.1,821073,3
127,3.5,465979,37841,15743,4915,6510,6127,1192,1675,0,0,0,0.17,539982,3
128,4.5,663050,88576,6774,10607,9239,10441,10088,1462,0,0,0,0.09,800237,3
129,5.4,84257,73289,9819,24046,20692,13695,14951,3483,38,40,0,0.2,244232,3
130,6.5,242261,33658,14643,9423,6072,5737,4683,792,29,48,0,0.21,317269,3
131,7.5,605084,292351,68201,29065,22867,35948,31665,11896,21,47,41,0.25,1097077,3
132,8.0,565441,200947,66542,66649,37527,17157,16508,2705,3,54,51,0.26,973476,2
133,9.5,798397,36666,7160,20208,17217,10595,3010,2599,11,57,62,0.09,895852,2
134,10.4,158195,106616,24608,28067,35140,22053,16779,4136,21,51,0,0.25,395594,2
135,11.5,162227,62028,29642,39654,15715,19221,10998,5797,30,66,0,0.29,345282,2
136,12.5,20110,30736,26471,34397,13239,55833,10348,5294,74,66,0,0.37,196428,2
137,13.4,3498,3834,17591,21981,15501,10633,7261,6801,77,81,0,0.45,87100,2
138,14.4,5100,4169,7394,13214,44850,20010,6100,3441,96,81,45,0.27,104278,2
139,15.5,382074,66488,10089,9206,23060,3013,1908,687,77,63,45,0.14,496525,2
140,16.4,194467,38038,9028,6472,7018,6289,2811,1175,50,54,0,0.18,265298,2
141,17.5,36484,40067,10841,19432,22710,13397,17941,5877,47,40,0,0.25,166749,3
142,18.4,18334,27533,62443,17685,9905,13793,15882,5057,21,61,0,0.6,170632,2
143,19.5,956465,127366,73593,20876,25066,13107,9436,7136,27,74,56,0.24,1233045,2
144,20.4,170799,40594,12725,11512,7624,6418,5017,1620,26,77,63,0.22,256309,2
145,21.4,69952,32776,14300,17055,26656,6020,1640,777,16,81,68,0.29,169176,2
146,22.5,1152819,142934,17941,27046,51493,16612,31947,7764,13,54,63,0.11,1448556,2
147,23.5,291775,399270,94314,34964,23143,21334,72216,14117,7,47,0,0.31,951133,3
148,24.5,959670,167221,61488,31384,78416,44184,25648,22871,13,43,0,0.21,1390882,3
149,25.4,421430,54481,39478,97047,101140,34081,24053,6357,24,48,47,0.23,778067,3
150,26.4,194321,161612,37982,16403,65960,19317,14422,9876,23,48,0,0.27,519893,3
151,27.5,111166,19541,31836,26602,30607,29105,16952,9146,54,61,0,0.34,274955,2
152,28.5,33018,13145,15702,23900,12063,11751,18305,4482,57,77,0,0.34,132366,2
153,29.4,5940,14473,9294,6777,19203,16706,14188,4975,74,64,0,0.32,91556,2
154,30.5,10416,27284,4834,12209,8138,33979,14429,3660,100,66,0,0.21,114949,2
155,31.5,8005,24013,14161,31705,11273,16857,22587,10162,96,69,0,0.32,138763,2
156,32.4,5891,13162,9236,2253,11004,7105,10108,2795,100,54,0,0.39,61554,2
157,33.5,5274,3084,5783,5498,7005,6548,11981,2419,94,64,0,0.35,47592,2
158,34.5,24624,19077,16248,12403,8403,10531,16768,7919,78,78,50,0.37,115973,2
159,35.5,134661,43862,23974,8407,9048,14015,12265,4701,74,69,0,0.31,250933,2
160,36.4,1941,2285,14355,9101,12998,16088,5874,3835,84,78,0,0.46,66477,2
161,37.5,640687,12037,11360,31812,33775,18014,8629,4019,81,78,0,0.12,760333,2
162,38.4,35619,8612,4153,8264,57888,16685,12645,5541,97,57,0,0.17,149407,2
163,39.0,164179,90852,103777,10515,15830,27922,15646,5668,94,64,53,0.49,434389,2
164,40.5,1024605,57162,13315,19251,17445,8229,5625,1192,70,56,61,0.11,1146824,2
165,41.5,108684,22858,52183,7542,34435,24915,8707,8173,69,57,67,0.44,267497,2
166,42.4,102227,43320,18225,5935,1345,4785,2449,925,37,74,57,0.32,179211,2
167,43.5,363404,52996,16186,6455,10687,4216,3225,2337,24,61,63,0.19,459506,2
168,44.5,127026,58184,10724,3254,2055,4695,1797,1027,20,53,0,0.23,208762,2
169,45.5,20566,15410,10745,35955,16956,23676,21036,6685,21,54,70,0.27,151029,2
170,46.4,441786,36123,10283,13545,20390,2471,2915,1032,14,53,55,0.14,528545,2
171,47.4,300996,130626,48687,17191,20965,11151,10570,5149,14,57,0,0.3,545335,2
172,48.4,89396,62413,8474,17776,22490,11180,10868,6467,23,61,0,0.19,229064,2
173,49.4,48053,25412,25635,7897,5307,13061,13722,3923,16,61,0,0.42,143010,2
174,50.5,19851,17027,13247,10710,5368,19124,10287,11505,48,64,0,0.35,107119,2
175,51.5,499981,73354,5279,9525,9348,9802,16598,2790,57,51,0,0.09,626677,2
176,52.5,10386,17157,29154,18269,20574,7241,9319,4990,56,69,0,0.5,117090,2
177,53.4,1411240,50421,74712,25097,26968,37707,10203,4776,57,69,73,0.21,1641124,2
178,54.3,988041,53718,23765,11377,7094,5222,2024,1709,30,69,84,0.15,1092950,2
179,55.1,302360,26737,10386,5229,9314,4661,3909,1384,30,81,61,0.17,363980,2
180,56.4,160125,59607,7624,5022,22248,4185,2584,1217,23,54,52,0.17,262612,2
181,57.5,290559,42215,31898,1896,29838,12863,17545,4554,17,47,0,0.27,431368,3
182,58.5,124015,19806,15810,10536,19147,14333,9416,3361,40,44,49,0.27,216424,3
183,59.4,116135,9254,5306,6379,2684,1791,2620,1044,35,54,0,0.19,145213,2
184,60.4,16430,13276,19943,7334,26964,17960,14570,9720,61,69,0,0.4,126197,2
185,60.4,228401,60270,85279,6163,28314,15554,10824,12589,0,0,0,0.44,447394,3
186,2.5,107314,14445,1106,1385,14684,6782,8229,3806,0,0,0,0.08,157751,3
187,3.5,3104435,353408,24153,80077,55689,14339,19561,12743,0,0,72,0.08,3664405,3
188,4.5,965276,53230,11094,14922,6216,2833,3075,1260,0,0,35,0.1,1057906,3
189,5.5,1120854,143604,47930,54558,31915,56319,18167,5364,47,53,35,0.18,1478711,2
190,6.5,612738,235706,6340,24328,10514,17214,29319,4197,43,50,0,0.08,940356,1
191,7.5,774419,181806,25186,10522,65245,15679,11533,5319,43,50,43,0.15,1089709,1
192,8.5,1785418,62859,27186,16448,95687,22535,4772,4621,51,56,0,0.12,2019526,2
193,9.5,467707,78988,17365,19426,27120,21117,26764,7871,50,51,0,0.16,666358,2
194,10.5,40037,14287,5076,5242,8225,10392,14940,8760,64,63,0,0.22,106959,2
195,11.5,12127,32166,11426,5886,9726,6781,9645,3529,69,77,44,0.35,91286,2
196,12.5,145443,46582,1947,3138,6320,5045,4838,807,63,64,0,0.1,214120,2
197,13.4,40632,9049,8443,24667,23480,21921,17454,6642,70,75,0,0.24,152288,2
198,14.5,21392,11246,20888,21806,10713,8794,23651,7265,64,88,0,0.41,125755,2
199,15.4,14176,12739,9286,14305,6593,12854,8562,5075,74,93,45,0.33,83590,2
200,16.4,649088,66152,28162,8675,9290,4766,2227,833,66,100,47,0.19,769193,2
201,17.5,42059,24732,31336,42858,18700,18223,14104,4169,57,100,0,0.4,196181,2
202,18.5,4349,18609,2369,9504,15879,37915,19421,1847,75,90,0,0.15,109893,2
203,19.5,14201,36903,5670,6944,12764,19832,8407,6008,77,75,0,0.23,110729,2
204,20.5,11666,21455,12592,16819,7982,18971,10548,8150,94,78,0,0.34,108183,2
205,21.5,45188,92210,24939,51040,24548,14646,17230,4612,88,69,63,0.3,274413,2
206,22.5,263257,13895,364,1215,779,1010,471,796,61,64,0,0.04,281787,2
207,23.5,52888,38161,1007,7065,20534,18105,21637,3637,61,57,0,0.08,163034,2
208,24.5,44225,61746,17302,36216,19752,30198,7562,8333,57,56,0,0.28,225334,2
209,25.5,110687,17399,29585,38021,12678,16378,10419,6098,64,66,47,0.35,241265,2
210,26.5,980520,25947,9061,17052,5909,8542,1143,1846,74,84,43,0.09,1050020,2
211,27.5,140189,79512,18890,19094,10679,14466,14083,6158,63,97,0,0.25,303071,2
212,28.5,9215,8038,5733,25632,7416,13868,12255,2688,66,100,0,0.26,84845,2
213,29.5,11599,9454,16114,13759,15832,13263,25863,7594,70,97,44,0.38,113478,2
214,30.4,194538,34735,2863,6338,6158,4773,2007,1681,67,84,0,0.11,253093,2
215,31.5,6941,7007,8009,14763,8649,7373,7634,5068,75,94,0,0.35,65444,2
216,32.5,311153,11019,20389,16856,22021,12415,12290,5835,70,91,0,0.22,411978,2
217,33.5,5940,12566,10777,8096,6163,20344,13191,4990,77,87,0,0.36,82067,2
218,34.4,11465,9529,38576,7580,11047,54277,10988,4309,94,100,50,0.51,147771,2
219,35.5,1373245,176086,12023,29381,12306,22638,13677,5533,88,83,51,0.09,1644889,2
220,36.5,277863,10849,751,3497,3179,2027,799,483,81,70,0,0.05,299448,2
221,37.5,40744,14780,768,10740,14764,10652,11061,3801,78,66,0,0.08,107310,2
222,38.2,112772,129949,43323,37018,24164,25466,24969,2738,61,63,52,0.33,400399,2
223,39.5,1250319,129949,30667,9826,16025,4813,5430,1645,50,64,50,0.15,1448674,2
224,40.5,146555,219892,19340,11280,28283,11279,7214,5529,40,54,0,0.21,449372,2
225,41.5,19926,21282,11550,31573,8842,24904,15281,5124,40,64,0,0.29,138482,2
226,42.5,37222,43832,14573,23459,20158,13905,11072,10401,43,66,0,0.29,174622,2
227,43.5,145416,46303,14938,4738,5207,4426,3204,860,50,69,55,0.26,225092,2
228,44.5,2132459,132193,24771,25776,64351,22485,12176,11444,57,78,0,0.1,2425655,2
229,45.5,7757,30133,14827,8860,15579,26592,6967,5549,57,67,0,0.36,116264,2
230,46.5,151842,15876,4165,3664,2515,5542,4035,3399,61,64,0,0.15,191038,2
231,47.4,4939,31222,2217,12906,10149,15185,14611,2377,75,61,0,0.15,93606,2
232,48.4,82292,23031,11121,20854,16751,11372,8044,10651,80,74,0,0.25,184116,2
233,49.5,327053,172665,39624,24187,15131,21836,8932,4220,66,74,47,0.25,613648,2
234,50.5,685973,33455,29924,11424,8442,5746,4580,1327,56,83,50,0.2,780871,2
235,51.5,138862,28688,865,3146,3217,1298,718,972,38,74,0,0.07,177766,2
236,52.5,12215,9160,12599,23006,16086,29916,8301,4107,50,74,0,0.33,115390,2
237,53.5,97783,22364,1838,7380,4311,7330,2884,2021,57,70,0,0.11,145911,2
238,54.5,16731,16187,8855,6331,8638,13025,9779,4774,70,63,49,0.32,84320,2
239,55.5,140649,148656,31091,31908,11048,18497,25141,4277,80,77,0,0.27,411267,2
240,56.5,25188,9459,8125,3516,6699,15030,7845,3950,80,69,0,0.32,79812,2
241,57.5,5416,11776,2698,26061,9248,15690,27244,3078,84,81,0,0.16,101211,2
242,58.5,16982,12962,5812,5585,11255,19746,14404,5202,91,78,53,0.25,91948,2
243,59.5,1159527,263234,35538,19090,22492,17572,26064,6216,87,69,49,0.15,1549733,2
244,60.5,619183,190561,10953,37320,36706,13704,17093,1622,64,63,39,0.11,927142,2
245,60.5,72568,185228,41579,23556,9961,29630,4813,5513,0,0,0,0.33,372848,3
246,2.5,622165,314846,30086,44094,17069,21998,22770,5124,0,0,0,0.17,1078152,3
247,3.5,422129,114884,32198,43698,32152,21448,26869,19255,0,0,0,0.21,712633,3
248,3.9,242838,9663,500,3334,1766,1278,1859,607,0,0,32,0.04,261845,3
249,5.5,1591369,42457,1733,6723,25696,23926,14317,6858,51,30,32,0.03,1713079,3
250,6.5,508044,209018,18626,40175,9512,6673,6397,3487,35,37,0,0.15,801932,3
251,7.5,828691,441378,27418,34627,26870,23818,30707,13315,24,34,0,0.14,1426824,3
252,8.5,2520837,214151,44379,25521,6295,24108,33826,12848,20,40,0,0.12,2881965,3
253,9.5,286913,102602,19004,23861,5108,29098,14809,13959,11,54,0,0.2,495354,2
254,10.5,324472,171621,18235,17008,11450,38510,29573,7691,34,48,0,0.17,618560,3
255,11.5,173205,13245,6186,3389,4730,4337,2694,2824,48,64,0,0.17,210610,2
256,12.5,818583,94337,50693,115789,22464,57631,28105,16837,57,81,0,0.21,1204439,2
257,13.5,1385228,386062,54700,4113,35801,25388,17755,11227,44,70,0,0.17,1920274,2
258,14.5,57665,15261,21248,29751,9038,23028,34704,10876,50,94,0,0.32,201571,2
259,15.5,2956173,234762,42790,26640,13655,12298,36873,7554,35,88,0,0.11,3330745,2
260,16.5,1985667,182565,99567,39757,41171,18205,36641,6811,21,81,0,0.2,2410384,2
261,17.5,88696,92696,12448,25428,42590,25157,71691,9207,34,90,0,0.18,367913,2
262,18.5,111329,148603,11818,43399,5225,8937,4346,491,13,75,0,0.19,334148,2
263,19.5,187916,108285,20849,4669,7885,7750,5879,8044,16,69,0,0.24,351277,2
264,20.5,593845,477870,175325,10657,17566,27638,19758,9726,13,63,0,0.36,1332385,2
265,21.5,836756,219957,43283,29912,13201,20112,22978,6926,3,64,0,0.19,1193125,2
266,22.5,2338763,297820,20170,29809,19316,30496,21503,4076,10,53,0,0.09,2761953,2
267,23.5,481041,327761,48778,14811,26532,26591,8983,5541,11,51,0,0.23,940038,2
268,24.5,659615,202203,58798,16066,26843,21801,29576,18795,17,50,0,0.24,1033697,1
269,25.5,906395,144865,99049,5335,13795,41638,37957,24437,26,57,0,0.28,1273471,2
270,26.5,916284,58438,9398,13199,12858,5704,5157,2902,24,66,0,0.1,1023940,2
271,27.5,361286,17439,16081,5326,15380,10910,4367,2873,38,81,0,0.19,433662,2
272,28.5,567113,30545,11128,4734,6597,7221,3386,5712,47,84,0,0.13,636436,2
273,29.5,1538676,71980,54240,15850,9406,10930,11524,4460,38,90,0,0.18,1717066,2
274,30.5,1840392,417511,102330,69983,26462,19373,18128,10602,29,91,0,0.2,2504781,2
275,31.5,1720234,490239,178983,60551,17075,31452,24356,15690,11,90,0,0.27,2538580,2
276,32.5,262963,20656,10000,20951,20070,21336,30965,21767,20,93,0,0.16,408708,2
277,33.5,335122,58030,17440,24204,4459,8127,11381,9450,21,90,0,0.19,468213,2
278,34.5,182146,25094,45696,7237,3775,23263,17032,16824,43,100,0,0.38,321067,2
279,35.5,689791,15545,15634,3996,4361,6275,8412,2257,57,100,0,0.14,746271,2
280,36.5,376586,6694,6064,3137,880,950,4479,670,38,100,0,0.12,399460,2
281,37.5,373071,26607,22182,23379,15649,52062,19107,9553,60,100,0,0.2,541610,2
282,38.5,2625481,114140,127568,100572,25979,20950,41400,16277,44,100,0,0.2,3072367,2
283,39.5,1852499,101782,12629,40048,10162,17857,16291,9677,40,100,0,0.08,2060945,2
284,40.5,832820,84766,23370,30484,5534,20152,14349,7610,48,94,0,0.15,1019085,2
285,41.5,584101,35915,15854,17905,7673,17823,10571,8127,38,94,0,0.15,697969,2
286,42.5,53236,10093,1296,4283,5229,4110,3094,566,53,75,0,0.13,81907,2
287,43.5,772857,197016,40714,13121,15215,18779,11698,28428,48,67,0,0.19,1097828,2
288,44.5,412032,48720,10068,19005,5763,13152,20712,15036,50,66,0,0.14,544488,2
289,45.5,175629,172218,29741,13236,11590,23537,37393,12932,41,53,0,0.25,476276,2
290,46.5,1784031,157145,46189,11969,24606,29853,10834,6615,35,53,0,0.15,2071242,2
291,47.5,10221,45665,13396,17098,18158,26010,13654,22368,50,60,0,0.28,166570,2
292,48.5,13684,4365,462,7290,8540,17494,6884,11972,69,53,0,0.08,70691,2
293,49.5,266812,37419,4015,1856,1703,6274,2551,1525,74,47,0,0.11,322155,3
294,50.5,384646,66563,21090,17765,6767,9995,17799,6850,69,53,0,0.2,531475,2
295,51.5,403720,223154,15581,11190,16897,18470,26874,16287,54,37,0,0.15,732173,3
296,52.5,2547940,424583,105275,50323,34280,22383,16190,6737,17,40,0,0.18,3207711,3
297,53.5,1263023,64906,26233,29113,16016,17765,9395,8233,17,57,0,0.14,1434684,2
298,54.5,315778,20461,11978,2856,794,4686,2532,2607,21,61,0,0.18,361692,2
299,55.5,156634,212667,53326,16765,15811,14148,22268,9276,17,75,0,0.33,500895,2
300,56.5,68221,33140,5214,13697,10716,25153,8282,6238,43,74,0,0.17,170661,2
301,57.5,1131729,413009,76367,80629,25065,24601,15247,5502,30,66,0,0.21,1772149,2
302,58.5,644293,95339,3631,11052,12108,22741,29797,8990,35,44,0,0.07,827951,3
303,59.5,817313,59288,3050,2187,3305,6118,4708,1152,41,27,0,0.06,897121,3
304,60.5,50791,32756,3254,2102,11117,19494,31249,4923,41,11,0,0.14,155686,3
305,60.5,14582,23641,2503,2904,9753,13365,20047,4334,0,0,0,0.17,91129,3
306,5.4,1136946,71061,21173,28533,34589,10289,4220,1050,0,0,0,0.13,1307861,3
307,6.4,74192,15115,9398,14405,4089,916,976,771,0,0,0,0.28,119862,3
308,7.4,194390,1496094,220059,86947,25760,48554,12797,6217,0,0,0,0.32,2090818,3
309,8.4,1748172,73126,23971,53678,19692,18573,6965,5289,53,47,100,0.11,1949466,3
